Bill_No,Acct_No,Bill_Date,Due_Date,B_Status,MR_Sys_No,Due_Penalty,Penalized,B_Code,Receivable,Collected
10256103,411206708,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339837,20,TRUE,7,200,0
10256103,411206708,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339837,20,TRUE,10,20,0
10256099,411206709,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339838,20,TRUE,7,200,0
10256099,411206709,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339838,20,TRUE,10,20,0
10255783,411206710,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339839,56.9,FALSE,7,568.75,568.75
10256097,411206713,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339871,28.05,FALSE,7,280.25,280.25
10256197,411206714,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340475,60.25,TRUE,7,602.5,0
10256197,411206714,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340475,60.25,TRUE,10,60.25,0
10256174,411209321,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339842,33.4,TRUE,7,333.75,0
10256174,411209321,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339842,33.4,TRUE,10,33.4,0
10255864,413203330,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339843,20,FALSE,7,200,190
10255743,414201394,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339844,30,FALSE,7,300,300
10255745,414201420,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339845,50.05,FALSE,7,500.5,500.5
10255760,414201780,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339846,30,FALSE,7,300,300
10255765,414201830,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339847,66.1,FALSE,7,660.9,660.9
10255772,414201970,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339848,90.35,TRUE,7,903.4,0
10255772,414201970,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339848,90.35,TRUE,10,90.35,0
10255774,414202010,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339849,30,FALSE,7,300,300
10255863,414203250,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339850,54.1,TRUE,7,540.6,540.6
10255863,414203250,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339850,54.1,TRUE,10,54.1,54.1
10254496,415201990,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338287,20,FALSE,3,220,220
10254496,415201990,10/01/18 12:00 AM,10/16/18 12:00 AM,2,338287,20,FALSE,7,200,200
10256198,511200010,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339935,66.1,FALSE,7,660.9,660.9
10256251,511200020,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339936,20,TRUE,7,200,0
10256251,511200020,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339936,20,TRUE,10,20,0
10256200,511200040,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339938,20,FALSE,7,200,200
10256201,511200050,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339939,36.05,TRUE,3,514.25,0
10256201,511200050,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339939,36.05,TRUE,7,360.5,0
10256201,511200050,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339939,36.05,TRUE,10,36.05,0
10256202,511200060,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339940,20,FALSE,7,200,200
10256203,511200080,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339941,60.25,FALSE,7,602.5,602.5
10256204,511200090,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339942,56.9,FALSE,3,514.25,514.25
10256204,511200090,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339942,56.9,FALSE,7,568.75,568.75
10256770,511200100,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339943,20,FALSE,7,200,200
10256273,511200101,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339944,25.35,FALSE,7,253.5,253.5
10256205,511200150,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339945,63.65,FALSE,7,636.25,636.25
10256206,511200160,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339946,20,FALSE,7,200,200
10256207,511200190,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339947,53.5,FALSE,3,431.2,431.2
10256207,511200190,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339947,53.5,FALSE,7,535,535
10256208,511200200,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339948,38.75,FALSE,7,387.25,387.25
10256050,511200210,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339851,20,TRUE,3,440,440
10256050,511200210,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339851,20,TRUE,7,200,0
10256050,511200210,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339851,20,TRUE,10,20,0
10256211,511200220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339949,22.7,TRUE,3,440,0
10256211,511200220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339949,22.7,TRUE,7,226.75,0
10256211,511200220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339949,22.7,TRUE,10,22.7,0
10256212,511200230,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339950,33.4,FALSE,7,333.75,333.75
10256213,511200240,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339951,28.05,FALSE,7,280.25,280.25
10256215,511200390,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339952,20,FALSE,7,200,200
10256216,511200400,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339953,22.7,FALSE,7,226.75,226.75
10256217,511200401,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339954,50.15,TRUE,3,551.4,0
10256217,511200401,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339954,50.15,TRUE,7,501.25,0
10256217,511200401,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339954,50.15,TRUE,10,50.15,0
10256218,511200410,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339955,20,FALSE,3,220,220
10256218,511200410,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339955,20,FALSE,7,200,200
10256219,511200420,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339956,46.75,TRUE,7,467.5,0
10256219,511200420,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339956,46.75,TRUE,10,46.75,0
10256220,511200470,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339957,22.7,TRUE,7,226.75,0
10256220,511200470,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339957,22.7,TRUE,10,22.7,0
10256221,511200480,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339958,36.8,TRUE,3,1220.12,1220.12
10256221,511200480,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339958,36.8,TRUE,7,387.25,0
10256221,511200480,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339958,36.8,TRUE,10,36.8,0
10256222,511200500,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339959,20,FALSE,7,200,200
10256223,511200520,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339960,44.1,FALSE,7,440.75,440.75
10256224,511200521,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339961,25.35,TRUE,7,253.5,0
10256224,511200521,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339961,25.35,TRUE,10,25.35,0
10256225,511200530,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340468,20,TRUE,7,200,0
10256225,511200530,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340468,20,TRUE,10,20,0
10256227,511200550,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339962,20,FALSE,7,200,200
10256524,511200560,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339963,80.5,TRUE,7,805,0
10256524,511200560,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339963,80.5,TRUE,10,80.5,0
10256228,511200590,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339964,20,FALSE,7,200,200
10256232,511200660,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339965,195.75,FALSE,3,2189.396,2189.396
10256232,511200660,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339965,195.75,FALSE,7,1957.4,0
10256257,511200770,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339966,20,TRUE,3,220,0
10256257,511200770,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339966,20,TRUE,7,200,0
10256257,511200770,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339966,20,TRUE,10,20,0
10256361,511200780,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339967,20,TRUE,3,440,0
10256361,511200780,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339967,20,TRUE,7,200,0
10256361,511200780,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339967,20,TRUE,10,20,0
10256377,511200810,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339968,20,TRUE,3,777.75,0
10256377,511200810,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339968,20,TRUE,7,200,0
10256377,511200810,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339968,20,TRUE,10,20,0
10256264,511200860,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339969,22.7,TRUE,7,226.75,226.75
10256264,511200860,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339969,22.7,TRUE,10,22.7,22.7
10256386,511200880,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339970,20,FALSE,7,200,200
10256266,511200900,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339971,33.4,TRUE,3,367.15,367.15
10256266,511200900,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339971,33.4,TRUE,7,333.75,0
10256266,511200900,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339971,33.4,TRUE,10,33.4,0
10256267,511200910,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339972,20,TRUE,3,557.75,557.75
10256267,511200910,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339972,20,TRUE,7,200,0
10256267,511200910,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339972,20,TRUE,10,20,0
10256272,511200940,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339973,20,TRUE,7,200,0
10256272,511200940,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339973,20,TRUE,10,20,0
10256269,511200950,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339974,38.75,FALSE,3,851.95,851.95
10256269,511200950,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339974,38.75,FALSE,7,387.25,387.25
10256276,511201021,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339975,20,FALSE,7,200,200
10256280,511201100,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339976,67,FALSE,3,4393.15,4393.15
10256280,511201100,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339976,67,FALSE,7,670,670
10256127,511201140,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339852,20,TRUE,7,200,0
10256127,511201140,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339852,20,TRUE,10,20,0
10256284,511201150,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339977,28.05,TRUE,3,557.7,0
10256284,511201150,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339977,28.05,TRUE,7,280.25,0
10256284,511201150,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339977,28.05,TRUE,10,28.05,0
10256281,511201200,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339978,41.4,FALSE,7,414,414
10256387,511201210,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339979,20,TRUE,7,200,0
10256387,511201210,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339979,20,TRUE,10,20,0
10256289,511201220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339980,20,TRUE,7,200,0
10256289,511201220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339980,20,TRUE,10,20,0
10256291,511201240,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339981,20,FALSE,7,200,200
10256293,511201260,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339982,38.75,FALSE,7,387.25,387.25
10256292,511201270,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339983,30.7,TRUE,7,307,0
10256292,511201270,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339983,30.7,TRUE,10,30.7,0
10256300,511201280,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339984,88.15,TRUE,7,881.5,0
10256300,511201280,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339984,88.15,TRUE,10,88.15,0
10256295,511201281,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339985,20,FALSE,7,200,200
10256301,511201290,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339986,20,FALSE,7,200,200
10256302,511201294,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339987,20,TRUE,3,440,0
10256302,511201294,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339987,20,TRUE,7,200,0
10256302,511201294,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339987,20,TRUE,10,20,0
10256311,511201340,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339988,20,FALSE,7,200,200
10256308,511201350,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339989,33.4,FALSE,7,333.75,333.75
10256307,511201380,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339990,20,TRUE,7,200,0
10256307,511201380,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339990,20,TRUE,10,20,0
10256310,511201391,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339992,28.05,TRUE,3,337.7,0
10256310,511201391,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339992,28.05,TRUE,7,280.25,0
10256310,511201391,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339992,28.05,TRUE,10,28.05,0
10256323,511201393,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339993,22.7,FALSE,3,220,220
10256323,511201393,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339993,22.7,FALSE,7,226.75,226.75
10256325,511201400,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339994,20,FALSE,7,200,200
10256332,511201410,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339995,20,TRUE,7,200,0
10256332,511201410,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339995,20,TRUE,10,20,0
10256334,511201411,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339996,20,TRUE,7,200,0
10256334,511201411,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339996,20,TRUE,10,20,0
10256348,511201420,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339997,33.4,FALSE,3,367.15,367.15
10256348,511201420,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339997,33.4,FALSE,7,333.75,333.75
10256340,511201430,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339998,20,FALSE,3,81.4,81.4
10256340,511201430,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339998,20,FALSE,7,200,200
10256255,511201450,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339999,189.2,FALSE,3,1071.85,1071.85
10256255,511201450,10/05/18 12:00 AM,10/20/18 12:00 AM,2,339999,189.2,FALSE,7,1891.6,1891.6
10256355,511201500,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340000,20,TRUE,7,200,0
10256355,511201500,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340000,20,TRUE,10,20,0
10256392,511201521,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340001,20,TRUE,7,200,0
10256392,511201521,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340001,20,TRUE,10,20,0
10256354,511201550,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340002,20,TRUE,3,278.85,0
10256354,511201550,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340002,20,TRUE,7,200,0
10256354,511201550,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340002,20,TRUE,10,20,0
10255938,511201551,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339853,20,TRUE,7,200,0
10255938,511201551,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339853,20,TRUE,10,20,0
10256405,511201560,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340003,38.75,TRUE,7,387.25,0
10256405,511201560,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340003,38.75,TRUE,10,38.75,0
10256396,511201570,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340004,20,TRUE,3,220,220
10256396,511201570,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340004,20,TRUE,7,200,0
10256396,511201570,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340004,20,TRUE,10,20,0
10256619,511201580,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340005,20,FALSE,3,220,220
10256619,511201580,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340005,20,FALSE,7,200,200
10256438,511201590,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340006,20,TRUE,7,200,0
10256438,511201590,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340006,20,TRUE,10,20,0
10256357,511201600,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340007,20,TRUE,7,200,0
10256357,511201600,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340007,20,TRUE,10,20,0
10256505,511201601,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340008,22.7,TRUE,3,396.55,0
10256505,511201601,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340008,22.7,TRUE,7,226.75,0
10256505,511201601,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340008,22.7,TRUE,10,22.7,0
10256360,511201620,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340009,20,TRUE,7,200,0
10256360,511201620,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340009,20,TRUE,10,20,0
10256510,511201630,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340010,25.35,FALSE,3,616.6,616.6
10256510,511201630,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340010,25.35,FALSE,7,253.5,253.5
10255936,511201640,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339854,22.7,FALSE,7,226.75,215.42
10256513,511201650,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340011,38.75,TRUE,3,308.3,0
10256513,511201650,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340011,38.75,TRUE,7,387.25,0
10256513,511201650,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340011,38.75,TRUE,10,38.75,0
10255942,511201660,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339855,20,FALSE,7,200,200
10256111,511201670,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339856,50.15,TRUE,3,975.7,975.7
10256111,511201670,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339856,50.15,TRUE,7,501.25,0
10256111,511201670,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339856,50.15,TRUE,10,50.15,0
10256362,511201680,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340012,20,TRUE,3,278.85,0
10256362,511201680,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340012,20,TRUE,7,200,0
10256362,511201680,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340012,20,TRUE,10,20,0
10256501,511201690,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340013,33.4,TRUE,7,333.75,0
10256501,511201690,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340013,33.4,TRUE,10,33.4,0
10256226,511201700,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340014,44.1,FALSE,7,440.75,440.75
10256364,511201750,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340015,38.75,FALSE,7,387.25,367.89
10256365,511201770,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340016,20,FALSE,7,200,200
10256506,511201780,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340017,20,TRUE,3,220,0
10256506,511201780,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340017,20,TRUE,7,200,0
10256506,511201780,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340017,20,TRUE,10,20,0
10255940,511201790,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339857,20,TRUE,3,220,0
10255940,511201790,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339857,20,TRUE,7,200,0
10255940,511201790,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339857,20,TRUE,10,20,0
10256515,511201800,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340018,25.35,TRUE,3,396.55,0
10256515,511201800,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340018,25.35,TRUE,7,253.5,0
10256515,511201800,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340018,25.35,TRUE,10,25.35,0
10255931,511201801,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339858,20,FALSE,7,200,200
10256516,511201810,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340019,56.9,TRUE,7,568.75,0
10256516,511201810,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340019,56.9,TRUE,10,56.9,0
10256514,511201820,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340020,129.35,TRUE,7,1493.4,0
10256514,511201820,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340020,129.35,TRUE,10,129.35,0
10256518,511201840,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340021,41.4,FALSE,7,414,393.3
10256521,511201860,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340022,70.4,FALSE,7,703.75,703.75
10256522,511201870,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340023,20,TRUE,7,200,0
10256522,511201870,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340023,20,TRUE,10,20,0
10256523,511201880,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340024,20,FALSE,7,200,200
10256527,511201882,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340025,20,TRUE,3,220,0
10256527,511201882,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340025,20,TRUE,7,200,0
10256527,511201882,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340025,20,TRUE,10,20,0
10256502,511201890,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340026,20,TRUE,7,200,0
10256502,511201890,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340026,20,TRUE,10,20,0
10256512,511201900,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340027,46.75,TRUE,3,588.5,0
10256512,511201900,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340027,46.75,TRUE,7,467.5,0
10256512,511201900,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340027,46.75,TRUE,10,46.75,0
10256421,511201920,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340028,39.35,TRUE,7,414,0
10256421,511201920,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340028,39.35,TRUE,10,39.35,0
10256531,511201921,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340029,77.15,TRUE,3,5368.7,0
10256531,511201921,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340029,77.15,TRUE,7,771.25,0
10256531,511201921,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340029,77.15,TRUE,10,77.15,0
10256532,511201930,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340030,28.05,TRUE,7,280.25,0
10256532,511201930,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340030,28.05,TRUE,10,28.05,0
10255394,511201940,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339311,46.75,FALSE,3,1350.25,0
10255394,511201940,10/03/18 12:00 AM,10/18/18 12:00 AM,2,339311,46.75,FALSE,7,467.5,0
10256533,511201960,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340031,20,TRUE,3,689.45,0
10256533,511201960,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340031,20,TRUE,7,200,0
10256533,511201960,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340031,20,TRUE,10,20,0
10255912,511201970,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339859,20,TRUE,7,200,0
10255912,511201970,10/04/18 12:00 AM,10/19/18 12:00 AM,2,339859,20,TRUE,10,20,0
10256538,511202060,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340032,20,FALSE,7,200,190
10256540,511202090,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340033,30.7,FALSE,7,307,307
10256541,511202110,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340034,44.1,FALSE,7,440.75,440.75
10256569,511202180,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340035,20,TRUE,7,200,0
10256569,511202180,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340035,20,TRUE,10,20,0
10256547,511202190,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340036,20,FALSE,7,200,200
10256548,511202191,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340037,20,FALSE,7,200,190
10256549,511202200,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340038,28.05,TRUE,7,280.25,0
10256549,511202200,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340038,28.05,TRUE,10,28.05,0
10256550,511202210,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340039,20,TRUE,3,278.85,0
10256550,511202210,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340039,20,TRUE,7,200,0
10256550,511202210,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340039,20,TRUE,10,20,0
10256554,511202220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340040,30.7,TRUE,3,852,0
10256554,511202220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340040,30.7,TRUE,7,307,0
10256554,511202220,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340040,30.7,TRUE,10,30.7,0
10256555,511202300,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340041,53.5,TRUE,7,535,0
10256555,511202300,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340041,53.5,TRUE,10,53.5,0
10256556,511202311,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340042,38.75,TRUE,3,699.9,0
10256556,511202311,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340042,38.75,TRUE,7,387.25,0
10256556,511202311,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340042,38.75,TRUE,10,38.75,0
10256559,511202320,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340043,33.4,TRUE,7,333.75,0
10256559,511202320,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340043,33.4,TRUE,10,33.4,0
10256557,511202330,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340044,67,TRUE,3,1387.95,0
10256557,511202330,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340044,67,TRUE,7,670,0
10256557,511202330,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340044,67,TRUE,10,67,0
10256558,511202340,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340045,38.75,FALSE,7,387.25,387.25
10256563,511202350,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340046,41.4,FALSE,7,414,414
10256564,511202360,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340047,20,TRUE,7,200,0
10256564,511202360,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340047,20,TRUE,10,20,0
10256566,511202460,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340048,20,FALSE,7,200,200
10256567,511202560,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340049,135.45,TRUE,3,811.25,0
10256567,511202560,10/05/18 12:00 AM,10/20/18 12:00 AM,2,340049,135.45,TRUE,7,1354.2,0
